fold,Logistic Regression,XGBoost,TensorFlow NN,PyTorch NN
0,0.7429756251387986,0.7866736457731243,0.7784460556495094,0.7837717625487166
1,0.7302768734400805,0.7827928215235395,0.7803829756791097,0.7789758362982511
2,0.7102711098616641,0.7696634251576167,0.7589000432268381,0.7645704169223498
3,0.720238976904374,0.7876931227007403,0.7782500989985279,0.783202670390825
4,0.7341161522269882,0.7874414699543246,0.7857573614096182,0.7773766196209542
